date,month,month_num,year,quarter,region,store_name,product_name,category,quantity,unit_price,discount_pct,net_revenue,gross_profit
2023-11-03,November,11,2023,Q4,West,Vancouver Flagship,Protein Powder Vanilla,Health,10,54.99,10,494.91,369.9
2023-08-10,August,8,2023,Q3,West,Calgary Centre,Coffee Maker Deluxe,Appliances,3,119.99,15,305.97,239.97
2024-09-29,September,9,2024,Q3,East,Toronto Downtown,Yoga Mat Premium,Health,9,39.99,0,359.91,287.91
2023-09-24,September,9,2023,Q3,Online,Online Store,Yoga Mat Premium,Health,3,39.99,5,113.97,95.97
2024-04-12,April,4,2024,Q2,West,Calgary Centre,Office Chair Ergonomic,Furniture,7,249.99,15,1487.44,1154.93
2023-05-27,May,5,2023,Q2,East,Toronto Downtown,Protein Powder Vanilla,Health,5,54.99,15,233.71,184.95
2024-12-14,December,12,2024,Q4,Online,Online Store,Protein Powder Vanilla,Health,6,54.99,10,296.95,221.94
2024-11-04,November,11,2024,Q4,East,Montreal Hub,Laptop Stand Aluminum,Electronics,3,49.99,0,149.97,113.97
2024-03-20,March,3,2024,Q1,East,Toronto Downtown,Yoga Mat Premium,Health,10,39.99,0,399.9,319.9
2023-03-21,March,3,2023,Q1,East,Toronto Downtown,Running Shoes Men,Footwear,9,99.99,0,899.91,584.91
2024-12-01,December,12,2024,Q4,East,Toronto Downtown,Yoga Mat Premium,Health,6,39.99,15,203.95,191.94
2023-04-02,April,4,2023,Q2,West,Calgary Centre,Coffee Maker Deluxe,Appliances,5,119.99,0,599.95,399.95
2023-08-20,August,8,2023,Q3,East,Toronto Downtown,Running Shoes Men,Footwear,2,99.99,5,189.98,129.98
2023-08-16,August,8,2023,Q3,East,Toronto Downtown,Yoga Mat Premium,Health,2,39.99,0,79.98,63.98
2024-06-23,June,6,2024,Q2,Central,Saskatoon Outlet,Running Shoes Men,Footwear,8,99.99,0,799.92,519.92
2024-06-25,June,6,2024,Q2,Online,Online Store,Coffee Maker Deluxe,Appliances,10,119.99,20,959.92,799.9
2023-10-16,October,10,2023,Q4,Central,Saskatoon Outlet,Running Shoes Men,Footwear,2,99.99,0,199.98,129.98
2023-06-24,June,6,2023,Q2,East,Montreal Hub,Coffee Maker Deluxe,Appliances,3,119.99,0,359.97,239.97
2024-11-25,November,11,2024,Q4,East,Montreal Hub,Yoga Mat Premium,Health,10,39.99,0,399.9,319.9
2023-09-23,September,9,2023,Q3,Online,Online Store,Wireless Headphones Pro,Electronics,9,129.99,15,994.42,764.91
2023-06-09,June,6,2023,Q2,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,7,49.99,10,314.94,265.93
2023-10-01,October,10,2023,Q4,Online,Online Store,Wireless Headphones Pro,Electronics,6,129.99,15,662.95,509.94
2023-09-13,September,9,2023,Q3,Online,Online Store,Yoga Mat Premium,Health,8,39.99,0,319.92,255.92
2024-03-25,March,3,2024,Q1,East,Montreal Hub,Coffee Maker Deluxe,Appliances,9,119.99,0,1079.91,719.91
2023-10-10,October,10,2023,Q4,Central,Saskatoon Outlet,Yoga Mat Premium,Health,4,39.99,0,159.96,127.96
2024-10-12,October,10,2024,Q4,West,Calgary Centre,Office Chair Ergonomic,Furniture,7,249.99,20,1399.94,1154.93
2023-11-17,November,11,2023,Q4,Online,Online Store,Office Chair Ergonomic,Furniture,2,249.99,0,499.98,329.98
2023-09-03,September,9,2023,Q3,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,10,249.99,0,2499.9,1649.9
2023-03-28,March,3,2023,Q1,Central,Saskatoon Outlet,Running Shoes Men,Footwear,8,99.99,20,639.94,519.92
2023-01-11,January,1,2023,Q1,Online,Online Store,Yoga Mat Premium,Health,9,39.99,15,305.92,287.91
2023-05-20,May,5,2023,Q2,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,9,69.99,15,535.42,449.91
2024-11-24,November,11,2024,Q4,East,Montreal Hub,Office Chair Ergonomic,Furniture,1,249.99,10,224.99,164.99
2023-07-14,July,7,2023,Q3,Online,Online Store,Wireless Headphones Pro,Electronics,7,129.99,15,773.44,594.93
2024-07-01,July,7,2024,Q3,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,9,119.99,15,917.92,719.91
2024-09-15,September,9,2024,Q3,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,8,129.99,0,1039.92,679.92
2024-11-21,November,11,2024,Q4,West,Vancouver Flagship,Protein Powder Vanilla,Health,2,54.99,0,109.98,73.98
2023-05-17,May,5,2023,Q2,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,7,119.99,5,797.93,559.93
2024-01-24,January,1,2024,Q1,West,Calgary Centre,Laptop Stand Aluminum,Electronics,2,49.99,0,99.98,75.98
2024-11-26,November,11,2024,Q4,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,2,54.99,0,109.98,73.98
2023-11-03,November,11,2023,Q4,West,Calgary Centre,Bluetooth Speaker Mini,Electronics,5,69.99,0,349.95,249.95
2023-01-03,January,1,2023,Q1,West,Vancouver Flagship,Yoga Mat Premium,Health,5,39.99,15,169.96,159.95
2024-06-11,June,6,2024,Q2,East,Montreal Hub,Wireless Headphones Pro,Electronics,10,129.99,20,1039.92,849.9
2024-05-14,May,5,2024,Q2,West,Calgary Centre,Wireless Headphones Pro,Electronics,1,129.99,10,116.99,84.99
2024-04-16,April,4,2024,Q2,West,Calgary Centre,Coffee Maker Deluxe,Appliances,6,119.99,0,719.94,479.94
2023-01-06,January,1,2023,Q1,Online,Online Store,Coffee Maker Deluxe,Appliances,3,119.99,5,341.97,239.97
2023-12-30,December,12,2023,Q4,East,Toronto Downtown,Wireless Headphones Pro,Electronics,7,129.99,5,864.43,594.93
2023-07-22,July,7,2023,Q3,Central,Saskatoon Outlet,Office Chair Ergonomic,Furniture,9,249.99,0,2249.91,1484.91
2024-02-25,February,2,2024,Q1,East,Montreal Hub,Office Chair Ergonomic,Furniture,1,249.99,0,249.99,164.99
2024-11-03,November,11,2024,Q4,West,Vancouver Flagship,Running Shoes Men,Footwear,8,99.99,5,759.92,519.92
2024-01-19,January,1,2024,Q1,West,Calgary Centre,Running Shoes Men,Footwear,7,99.99,0,699.93,454.93
2024-07-03,July,7,2024,Q3,East,Toronto Downtown,Running Shoes Men,Footwear,8,99.99,15,679.93,519.92
2024-03-25,March,3,2024,Q1,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,6,49.99,15,254.95,227.94
2024-03-20,March,3,2024,Q1,West,Calgary Centre,Wireless Headphones Pro,Electronics,4,129.99,0,519.96,339.96
2023-07-14,July,7,2023,Q3,East,Toronto Downtown,Running Shoes Men,Footwear,3,99.99,5,284.97,194.97
2024-03-07,March,3,2024,Q1,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,3,119.99,15,305.97,239.97
2023-07-23,July,7,2023,Q3,Online,Online Store,Bluetooth Speaker Mini,Electronics,5,69.99,0,349.95,249.95
2024-03-07,March,3,2024,Q1,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,8,69.99,20,447.94,399.92
2024-11-29,November,11,2024,Q4,West,Calgary Centre,Laptop Stand Aluminum,Electronics,7,49.99,10,314.94,265.93
2024-02-03,February,2,2024,Q1,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,2,49.99,20,79.98,75.98
2023-01-22,January,1,2023,Q1,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,6,49.99,10,269.95,227.94
2023-01-14,January,1,2023,Q1,East,Toronto Downtown,Protein Powder Vanilla,Health,6,54.99,5,313.44,221.94
2024-09-03,September,9,2024,Q3,East,Montreal Hub,Wireless Headphones Pro,Electronics,8,129.99,0,1039.92,679.92
2023-10-16,October,10,2023,Q4,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,7,69.99,0,489.93,349.93
2024-09-24,September,9,2024,Q3,Online,Online Store,Laptop Stand Aluminum,Electronics,9,49.99,0,449.91,341.91
2023-09-13,September,9,2023,Q3,East,Toronto Downtown,Running Shoes Men,Footwear,5,99.99,15,424.96,324.95
2023-09-11,September,9,2023,Q3,West,Vancouver Flagship,Yoga Mat Premium,Health,8,39.99,15,271.93,255.92
2023-04-16,April,4,2023,Q2,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,10,49.99,15,424.92,379.9
2024-10-11,October,10,2024,Q4,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,2,49.99,0,99.98,75.98
2024-02-15,February,2,2024,Q1,West,Calgary Centre,Wireless Headphones Pro,Electronics,4,129.99,0,519.96,339.96
2024-03-12,March,3,2024,Q1,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,4,129.99,0,519.96,339.96
2023-02-22,February,2,2023,Q1,East,Montreal Hub,Yoga Mat Premium,Health,9,39.99,0,359.91,287.91
2024-12-17,December,12,2024,Q4,West,Vancouver Flagship,Protein Powder Vanilla,Health,6,54.99,5,313.44,221.94
2024-05-05,May,5,2024,Q2,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,7,129.99,15,773.44,594.93
2023-02-22,February,2,2023,Q1,East,Toronto Downtown,Running Shoes Men,Footwear,5,99.99,0,499.95,324.95
2023-10-15,October,10,2023,Q4,Online,Online Store,Coffee Maker Deluxe,Appliances,7,119.99,0,839.93,559.93
2023-11-24,November,11,2023,Q4,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,1,129.99,0,129.99,84.99
2023-02-23,February,2,2023,Q1,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,5,119.99,5,569.95,399.95
2023-10-14,October,10,2023,Q4,East,Montreal Hub,Office Chair Ergonomic,Furniture,3,249.99,0,749.97,494.97
2024-05-18,May,5,2024,Q2,West,Calgary Centre,Coffee Maker Deluxe,Appliances,5,119.99,0,599.95,399.95
2023-04-10,April,4,2023,Q2,Online,Online Store,Wireless Headphones Pro,Electronics,9,129.99,20,935.93,764.91
2023-05-14,May,5,2023,Q2,West,Calgary Centre,Coffee Maker Deluxe,Appliances,6,119.99,15,611.95,479.94
2024-08-26,August,8,2024,Q3,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,5,119.99,0,599.95,399.95
2024-08-21,August,8,2024,Q3,East,Toronto Downtown,Yoga Mat Premium,Health,2,39.99,0,79.98,63.98
2024-10-06,October,10,2024,Q4,East,Toronto Downtown,Office Chair Ergonomic,Furniture,10,249.99,15,2124.91,1649.9
2023-07-15,July,7,2023,Q3,Online,Online Store,Protein Powder Vanilla,Health,8,54.99,0,439.92,295.92
2023-03-18,March,3,2023,Q1,West,Calgary Centre,Coffee Maker Deluxe,Appliances,8,119.99,20,767.94,639.92
2023-07-26,July,7,2023,Q3,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,3,49.99,0,149.97,113.97
2024-03-04,March,3,2024,Q1,Central,Saskatoon Outlet,Running Shoes Men,Footwear,6,99.99,0,599.94,389.94
2024-04-04,April,4,2024,Q2,East,Montreal Hub,Office Chair Ergonomic,Furniture,2,249.99,5,474.98,329.98
2024-03-05,March,3,2024,Q1,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,10,129.99,0,1299.9,849.9
2024-12-14,December,12,2024,Q4,West,Calgary Centre,Laptop Stand Aluminum,Electronics,1,49.99,10,44.99,37.99
2023-03-04,March,3,2023,Q1,Online,Online Store,Protein Powder Vanilla,Health,7,54.99,5,365.68,258.93
2024-12-02,December,12,2024,Q4,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,8,249.99,20,1599.94,1319.92
2024-06-05,June,6,2024,Q2,Central,Saskatoon Outlet,Yoga Mat Premium,Health,7,39.99,5,265.93,223.93
2024-09-13,September,9,2024,Q3,West,Vancouver Flagship,Running Shoes Men,Footwear,3,99.99,0,299.97,194.97
2023-06-13,June,6,2023,Q2,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,1,54.99,20,43.99,36.99
2024-06-09,June,6,2024,Q2,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,9,69.99,0,629.91,449.91
2023-11-07,November,11,2023,Q4,West,Calgary Centre,Protein Powder Vanilla,Health,5,54.99,10,247.45,184.95
2023-05-02,May,5,2023,Q2,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,1,49.99,10,44.99,37.99
2023-09-01,September,9,2023,Q3,East,Toronto Downtown,Running Shoes Men,Footwear,3,99.99,0,299.97,194.97
2023-05-17,May,5,2023,Q2,East,Toronto Downtown,Running Shoes Men,Footwear,4,99.99,20,319.97,259.96
2023-08-04,August,8,2023,Q3,East,Toronto Downtown,Office Chair Ergonomic,Furniture,6,249.99,15,1274.95,989.94
2024-09-11,September,9,2024,Q3,West,Calgary Centre,Coffee Maker Deluxe,Appliances,2,119.99,15,203.98,159.98
2024-07-16,July,7,2024,Q3,Online,Online Store,Running Shoes Men,Footwear,3,99.99,5,284.97,194.97
2024-09-18,September,9,2024,Q3,West,Calgary Centre,Running Shoes Men,Footwear,1,99.99,15,84.99,64.99
2023-01-11,January,1,2023,Q1,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,5,119.99,0,599.95,399.95
2023-09-20,September,9,2023,Q3,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,10,129.99,0,1299.9,849.9
2024-12-05,December,12,2024,Q4,Online,Online Store,Yoga Mat Premium,Health,5,39.99,20,159.96,159.95
2024-10-03,October,10,2024,Q4,East,Montreal Hub,Protein Powder Vanilla,Health,4,54.99,0,219.96,147.96
2023-10-03,October,10,2023,Q4,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,7,54.99,0,384.93,258.93
2024-04-01,April,4,2024,Q2,Online,Online Store,Protein Powder Vanilla,Health,7,54.99,0,384.93,258.93
2023-06-01,June,6,2023,Q2,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,8,69.99,0,559.92,399.92
2024-04-15,April,4,2024,Q2,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,4,49.99,10,179.96,151.96
2024-05-17,May,5,2024,Q2,Online,Online Store,Laptop Stand Aluminum,Electronics,5,49.99,0,249.95,189.95
2023-11-14,November,11,2023,Q4,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,7,49.99,15,297.44,265.93
2024-09-14,September,9,2024,Q3,East,Toronto Downtown,Protein Powder Vanilla,Health,3,54.99,0,164.97,110.97
2024-03-12,March,3,2024,Q1,East,Montreal Hub,Protein Powder Vanilla,Health,7,54.99,0,384.93,258.93
2024-06-23,June,6,2024,Q2,Online,Online Store,Laptop Stand Aluminum,Electronics,1,49.99,10,44.99,37.99
2023-04-13,April,4,2023,Q2,East,Montreal Hub,Yoga Mat Premium,Health,1,39.99,0,39.99,31.99
2023-01-14,January,1,2023,Q1,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,4,129.99,20,415.97,339.96
2023-03-27,March,3,2023,Q1,West,Vancouver Flagship,Running Shoes Men,Footwear,10,99.99,0,999.9,649.9
2023-01-10,January,1,2023,Q1,Central,Saskatoon Outlet,Office Chair Ergonomic,Furniture,6,249.99,20,1199.95,989.94
2024-12-25,December,12,2024,Q4,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,3,249.99,5,712.47,494.97
2024-07-30,July,7,2024,Q3,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,5,69.99,0,349.95,249.95
2024-05-05,May,5,2024,Q2,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,1,49.99,10,44.99,37.99
2024-12-09,December,12,2024,Q4,Online,Online Store,Running Shoes Men,Footwear,9,99.99,0,899.91,584.91
2023-01-22,January,1,2023,Q1,East,Toronto Downtown,Wireless Headphones Pro,Electronics,9,129.99,0,1169.91,764.91
2023-04-16,April,4,2023,Q2,West,Vancouver Flagship,Yoga Mat Premium,Health,1,39.99,0,39.99,31.99
2023-01-25,January,1,2023,Q1,East,Montreal Hub,Protein Powder Vanilla,Health,7,54.99,0,384.93,258.93
2023-12-28,December,12,2023,Q4,West,Vancouver Flagship,Running Shoes Men,Footwear,7,99.99,15,594.94,454.93
2023-04-26,April,4,2023,Q2,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,2,69.99,0,139.98,99.98
2023-04-15,April,4,2023,Q2,West,Calgary Centre,Running Shoes Men,Footwear,2,99.99,10,179.98,129.98
2023-12-08,December,12,2023,Q4,West,Calgary Centre,Office Chair Ergonomic,Furniture,2,249.99,0,499.98,329.98
2024-09-11,September,9,2024,Q3,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,7,49.99,10,314.94,265.93
2023-12-09,December,12,2023,Q4,Online,Online Store,Laptop Stand Aluminum,Electronics,7,49.99,0,349.93,265.93
2024-11-14,November,11,2024,Q4,Central,Saskatoon Outlet,Running Shoes Men,Footwear,5,99.99,0,499.95,324.95
2023-04-17,April,4,2023,Q2,East,Montreal Hub,Running Shoes Men,Footwear,6,99.99,0,599.94,389.94
2024-12-29,December,12,2024,Q4,East,Toronto Downtown,Office Chair Ergonomic,Furniture,3,249.99,20,599.98,494.97
2024-11-02,November,11,2024,Q4,West,Calgary Centre,Laptop Stand Aluminum,Electronics,3,49.99,5,142.47,113.97
2024-04-02,April,4,2024,Q2,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,2,69.99,10,125.98,99.98
2024-03-13,March,3,2024,Q1,West,Vancouver Flagship,Running Shoes Men,Footwear,2,99.99,0,199.98,129.98
2023-05-11,May,5,2023,Q2,East,Montreal Hub,Laptop Stand Aluminum,Electronics,6,49.99,0,299.94,227.94
2024-05-21,May,5,2024,Q2,East,Montreal Hub,Yoga Mat Premium,Health,7,39.99,10,251.94,223.93
2024-10-13,October,10,2024,Q4,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,4,119.99,5,455.96,319.96
2024-03-04,March,3,2024,Q1,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,9,69.99,5,598.41,449.91
2024-06-29,June,6,2024,Q2,East,Montreal Hub,Protein Powder Vanilla,Health,2,54.99,10,98.98,73.98
2024-03-07,March,3,2024,Q1,Online,Online Store,Protein Powder Vanilla,Health,2,54.99,0,109.98,73.98
2024-01-06,January,1,2024,Q1,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,1,129.99,0,129.99,84.99
2024-07-25,July,7,2024,Q3,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,2,69.99,0,139.98,99.98
2023-12-24,December,12,2023,Q4,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,5,119.99,5,569.95,399.95
2023-05-28,May,5,2023,Q2,West,Vancouver Flagship,Yoga Mat Premium,Health,4,39.99,20,127.97,127.96
2023-08-18,August,8,2023,Q3,Online,Online Store,Wireless Headphones Pro,Electronics,3,129.99,0,389.97,254.97
2024-12-13,December,12,2024,Q4,East,Montreal Hub,Laptop Stand Aluminum,Electronics,1,49.99,15,42.49,37.99
2024-03-10,March,3,2024,Q1,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,2,119.99,15,203.98,159.98
2024-08-18,August,8,2024,Q3,East,Montreal Hub,Office Chair Ergonomic,Furniture,10,249.99,20,1999.92,1649.9
2023-06-11,June,6,2023,Q2,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,6,129.99,0,779.94,509.94
2023-03-22,March,3,2023,Q1,East,Toronto Downtown,Protein Powder Vanilla,Health,1,54.99,10,49.49,36.99
2024-03-02,March,3,2024,Q1,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,8,49.99,15,339.93,303.92
2023-05-24,May,5,2023,Q2,East,Montreal Hub,Running Shoes Men,Footwear,7,99.99,15,594.94,454.93
2023-12-12,December,12,2023,Q4,Online,Online Store,Bluetooth Speaker Mini,Electronics,1,69.99,0,69.99,49.99
2023-04-24,April,4,2023,Q2,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,1,49.99,10,44.99,37.99
2023-06-27,June,6,2023,Q2,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,7,49.99,20,279.94,265.93
2024-03-09,March,3,2024,Q1,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,5,69.99,10,314.95,249.95
2024-05-28,May,5,2024,Q2,Online,Online Store,Running Shoes Men,Footwear,4,99.99,5,379.96,259.96
2023-06-10,June,6,2023,Q2,East,Toronto Downtown,Running Shoes Men,Footwear,9,99.99,5,854.91,584.91
2023-05-09,May,5,2023,Q2,East,Montreal Hub,Protein Powder Vanilla,Health,10,54.99,0,549.9,369.9
2023-08-13,August,8,2023,Q3,West,Vancouver Flagship,Yoga Mat Premium,Health,9,39.99,10,323.92,287.91
2023-03-21,March,3,2023,Q1,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,6,69.99,15,356.95,299.94
2024-10-19,October,10,2024,Q4,East,Montreal Hub,Yoga Mat Premium,Health,3,39.99,0,119.97,95.97
2024-01-16,January,1,2024,Q1,West,Vancouver Flagship,Yoga Mat Premium,Health,5,39.99,0,199.95,159.95
2023-04-17,April,4,2023,Q2,West,Calgary Centre,Office Chair Ergonomic,Furniture,10,249.99,20,1999.92,1649.9
2023-12-10,December,12,2023,Q4,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,5,129.99,0,649.95,424.95
2024-07-08,July,7,2024,Q3,East,Toronto Downtown,Office Chair Ergonomic,Furniture,4,249.99,10,899.96,659.96
2023-01-12,January,1,2023,Q1,West,Vancouver Flagship,Running Shoes Men,Footwear,9,99.99,0,899.91,584.91
2024-10-15,October,10,2024,Q4,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,5,129.99,0,649.95,424.95
2024-08-06,August,8,2024,Q3,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,8,129.99,0,1039.92,679.92
2023-02-19,February,2,2023,Q1,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,5,119.99,0,599.95,399.95
2024-01-01,January,1,2024,Q1,East,Montreal Hub,Running Shoes Men,Footwear,9,99.99,0,899.91,584.91
2023-11-19,November,11,2023,Q4,Online,Online Store,Yoga Mat Premium,Health,6,39.99,0,239.94,191.94
2024-12-20,December,12,2024,Q4,West,Calgary Centre,Office Chair Ergonomic,Furniture,7,249.99,15,1487.44,1154.93
2024-05-30,May,5,2024,Q2,Central,Saskatoon Outlet,Office Chair Ergonomic,Furniture,3,249.99,0,749.97,494.97
2024-08-24,August,8,2024,Q3,East,Montreal Hub,Yoga Mat Premium,Health,10,39.99,20,319.92,319.9
2023-02-08,February,2,2023,Q1,West,Vancouver Flagship,Running Shoes Men,Footwear,3,99.99,15,254.97,194.97
2024-04-19,April,4,2024,Q2,Online,Online Store,Office Chair Ergonomic,Furniture,2,249.99,15,424.98,329.98
2023-08-26,August,8,2023,Q3,Online,Online Store,Protein Powder Vanilla,Health,3,54.99,20,131.98,110.97
2023-06-14,June,6,2023,Q2,East,Montreal Hub,Coffee Maker Deluxe,Appliances,3,119.99,0,359.97,239.97
2023-10-25,October,10,2023,Q4,Central,Saskatoon Outlet,Coffee Maker Deluxe,Appliances,7,119.99,0,839.93,559.93
2024-12-30,December,12,2024,Q4,West,Vancouver Flagship,Yoga Mat Premium,Health,4,39.99,10,143.96,127.96
2024-09-13,September,9,2024,Q3,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,10,249.99,15,2124.91,1649.9
2024-05-24,May,5,2024,Q2,East,Toronto Downtown,Office Chair Ergonomic,Furniture,3,249.99,20,599.98,494.97
2023-11-13,November,11,2023,Q4,East,Montreal Hub,Office Chair Ergonomic,Furniture,2,249.99,5,474.98,329.98
2023-11-18,November,11,2023,Q4,West,Calgary Centre,Laptop Stand Aluminum,Electronics,3,49.99,0,149.97,113.97
2023-10-14,October,10,2023,Q4,West,Calgary Centre,Coffee Maker Deluxe,Appliances,2,119.99,0,239.98,159.98
2023-07-03,July,7,2023,Q3,West,Calgary Centre,Bluetooth Speaker Mini,Electronics,8,69.99,0,559.92,399.92
2024-03-28,March,3,2024,Q1,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,10,49.99,5,474.91,379.9
2023-02-10,February,2,2023,Q1,West,Calgary Centre,Coffee Maker Deluxe,Appliances,7,119.99,5,797.93,559.93
2024-09-26,September,9,2024,Q3,East,Montreal Hub,Laptop Stand Aluminum,Electronics,6,49.99,10,269.95,227.94
2024-10-01,October,10,2024,Q4,West,Calgary Centre,Coffee Maker Deluxe,Appliances,2,119.99,15,203.98,159.98
2024-02-28,February,2,2024,Q1,West,Calgary Centre,Bluetooth Speaker Mini,Electronics,1,69.99,10,62.99,49.99
2024-10-21,October,10,2024,Q4,Online,Online Store,Wireless Headphones Pro,Electronics,4,129.99,15,441.97,339.96
2024-07-28,July,7,2024,Q3,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,2,129.99,0,259.98,169.98
2024-01-20,January,1,2024,Q1,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,7,49.99,20,279.94,265.93
2023-03-16,March,3,2023,Q1,East,Montreal Hub,Protein Powder Vanilla,Health,8,54.99,15,373.93,295.92
2023-04-06,April,4,2023,Q2,East,Montreal Hub,Coffee Maker Deluxe,Appliances,8,119.99,15,815.93,639.92
2024-07-01,July,7,2024,Q3,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,2,69.99,0,139.98,99.98
2023-04-21,April,4,2023,Q2,East,Montreal Hub,Yoga Mat Premium,Health,4,39.99,5,151.96,127.96
2023-12-03,December,12,2023,Q4,West,Calgary Centre,Office Chair Ergonomic,Furniture,6,249.99,10,1349.95,989.94
2024-05-12,May,5,2024,Q2,Online,Online Store,Protein Powder Vanilla,Health,8,54.99,0,439.92,295.92
2023-10-13,October,10,2023,Q4,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,9,69.99,0,629.91,449.91
2024-04-26,April,4,2024,Q2,Online,Online Store,Laptop Stand Aluminum,Electronics,4,49.99,0,199.96,151.96
2024-08-04,August,8,2024,Q3,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,7,129.99,0,909.93,594.93
2024-01-06,January,1,2024,Q1,East,Montreal Hub,Yoga Mat Premium,Health,4,39.99,0,159.96,127.96
2023-08-05,August,8,2023,Q3,Online,Online Store,Wireless Headphones Pro,Electronics,7,129.99,0,909.93,594.93
2023-09-16,September,9,2023,Q3,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,3,49.99,0,149.97,113.97
2023-10-08,October,10,2023,Q4,East,Toronto Downtown,Yoga Mat Premium,Health,5,39.99,20,159.96,159.95
2024-12-30,December,12,2024,Q4,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,9,69.99,0,629.91,449.91
2024-11-16,November,11,2024,Q4,West,Vancouver Flagship,Running Shoes Men,Footwear,1,99.99,0,99.99,64.99
2024-03-14,March,3,2024,Q1,West,Calgary Centre,Coffee Maker Deluxe,Appliances,3,119.99,0,359.97,239.97
2023-12-24,December,12,2023,Q4,East,Montreal Hub,Yoga Mat Premium,Health,8,39.99,10,287.93,255.92
2024-12-06,December,12,2024,Q4,Online,Online Store,Laptop Stand Aluminum,Electronics,7,49.99,0,349.93,265.93
2024-12-10,December,12,2024,Q4,East,Toronto Downtown,Yoga Mat Premium,Health,9,39.99,20,287.93,287.91
2024-09-03,September,9,2024,Q3,East,Toronto Downtown,Protein Powder Vanilla,Health,10,54.99,10,494.91,369.9
2023-05-29,May,5,2023,Q2,Online,Online Store,Coffee Maker Deluxe,Appliances,6,119.99,0,719.94,479.94
2023-06-04,June,6,2023,Q2,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,8,69.99,20,447.94,399.92
2023-11-21,November,11,2023,Q4,Online,Online Store,Office Chair Ergonomic,Furniture,7,249.99,0,1749.93,1154.93
2024-06-17,June,6,2024,Q2,East,Montreal Hub,Wireless Headphones Pro,Electronics,3,129.99,15,331.47,254.97
2024-04-05,April,4,2024,Q2,East,Toronto Downtown,Office Chair Ergonomic,Furniture,4,249.99,15,849.97,659.96
